          ----- ----- | --------- --------- |
  605.000     1   606 |    0.0014    0.3756 |
  606.000     1   607 |    0.0014    0.3770 |
  607.000     1   608 |    0.0012    0.3782 |
  608.000     1   609 |    0.0002    0.3783 |
  609.000     1   610 |    0.0002    0.3785 |
  610.000     1   611 |    0.0002    0.3787 |
  611.000     1   612 |    0.0010    0.3796 |
  612.000     1   613 |    0.0009    0.3806 |
  613.000     1   614 |    0.0002    0.3807 |
  614.000     1   615 |    0.0002    0.3809 |
  615.000     1   616 |    0.0002    0.3811 |
  616.000     1   617 |    0.0010    0.3820 |
  617.000     1   618 |    0.0004    0.3825 |
  618.000     1   619 |    0.0002    0.3826 |
  619.000     1   620 |    0.0002    0.3828 |
  620.000     1   621 |    0.0002    0.3829 |
  621.000     1   622 |    0.0005    0.3835 |
  622.000     1   623 |    0.0004    0.3839 |
  623.000     1   624 |    0.0009    0.3849 |
  624.000     1   625 |    0.0012    0.3860 |
  625.000     1   626 |    0.0001    0.3862 |
  626.000     1   627 |    0.0002    0.3864 |
  627.000     1   628 |    0.0002    0.3865 |
  628.000     1   629 |    0.0009    0.3875 |
  629.000     1   630 |    0.0002    0.3876 |
  630.000     1   631 |    0.0012    0.3888 |
  631.000     1   632 |    0.0004    0.3892 |
  632.000     1   633 |    0.0009    0.3901 |
  633.000     1   634 |    0.0002    0.3903 |
  634.000     1   635 |    0.0004    0.3907 |
  635.000     1   636 |    0.0002    0.3908 |
  636.000     1   637 |    0.0002    0.3910 |
  637.000     1   638 |    0.0002    0.3912 |
  638.000     1   639 |    0.0002    0.3913 |
  639.000     1   640 |    0.0002    0.3915 |
  640.000     1   641 |    0.0002    0.3917 |
  641.000     1   642 |    0.0002    0.3919 |
  642.000     1   643 |    0.0002    0.3920 |
  643.000     1   644 |    0.0002    0.3922 |
  644.000     1   645 |    0.0001    0.3924 |
  645.000     1   646 |    0.0009    0.3933 |
  646.000     1   647 |    0.0004    0.3936 |
  647.000     1   648 |    0.0002    0.3938 |
  648.000     1   649 |    0.0002    0.3940 |
  649.000     1   650 |    0.0009    0.3949 |
  650.000     1   651 |    0.0002    0.3951 |
  651.000     1   652 |    0.0002    0.3953 |
  652.000     1   653 |    0.0002    0.3955 |
  653.000     1   654 |    0.0002    0.3956 |
  654.000     1   655 |    0.0002    0.3958 |
  655.000     1   656 |    0.0002    0.3960 |
  656.000     1   657 |    0.0010    0.3970 |
  657.000     1   658 |    0.0002    0.3971 |
  658.000     1   659 |    0.0023    0.3994 |
  659.000     1   660 |    0.0032    0.4026 |
  660.000     1   661 |    0.0033    0.4059 |
  661.000     1   662 |    0.0032    0.4091 |
  662.000     1   663 |    0.0019    0.4110 |
  663.000     1   664 |    0.0002    0.4112 |
  664.000     1   665 |    0.0019    0.4131 |
  665.000     1   666 |    0.0007    0.4138 |
  666.000     1   667 |    0.0001    0.4140 |
  667.000     1   668 |    0.0017    0.4156 |
  668.000     1   669 |    0.0017    0.4173 |
  669.000     1   670 |    0.0012    0.4185 |
  670.000     1   671 |    0.0013    0.4198 |
  671.000     1   672 |    0.0010    0.4208 |
  672.000     1   673 |    0.0016    0.4224 |
  673.000     1   674 |    0.0002    0.4226 |
  674.000     1   675 |    0.0009    0.4235 |
  675.000     1   676 |    0.0002    0.4237 |
  676.000     1   677 |    0.0014    0.4251 |
  677.000     1   678 |    0.0014    0.4264 |
  678.000     1   679 |    0.0011    0.4276 |
  679.000     1   680 |    0.0013    0.4289 |
  680.000     1   681 |    0.0014    0.4302 |
  681.000     1   682 |    0.0012    0.4314 |
  682.000     1   683 |    0.0014    0.4328 |
  683.000     1   684 |    0.0014    0.4342 |
  684.000     1   685 |    0.0006    0.4347 |
  685.000     1   686 |    0.0002    0.4349 |
  686.000     1   687 |    0.0012    0.4361 |
  687.000     1   688 |    0.0004    0.4365 |
  688.000     1   689 |    0.0013    0.4378 |
  689.000     1   690 |    0.0002    0.4380 |
  690.000     1   691 |    0.0009    0.4389 |
  691.000     1   692 |    0.0015    0.4404 |
  692.000     1   693 |    0.0011    0.4415 |
  693.000     1   694 |    0.0010    0.4425 |
  694.000     1   695 |    0.0009    0.4434 |
  695.000     1   696 |    0.0004    0.4438 |
  696.000     1   697 |    0.0013    0.4451 |
  697.000     1   698 |    0.0012    0.4463 |
  698.000     1   699 |    0.0015    0.4478 |
  699.000     1   700 |    0.0008    0.4486 |
  700.000     1   701 |    0.0012    0.4498 |
  701.000     1   702 |    0.0002    0.4500 |
  702.000     1   703 |    0.0012    0.4512 |
  703.000     1   704 |    0.0011    0.4524 |
  704.000     1   705 |    0.0014    0.4538 |
  705.000     1   706 |    0.0002    0.4539 |
  706.000     1   707 |    0.0002    0.4541 |
  707.000     1   708 |    0.0012    0.4553 |
  708.000     1   709 |    0.0009    0.4563 |
  709.000     1   710 |    0.0002    0.4564 |
  710.000     1   711 |    0.0012    0.4576 |
  711.000     1   712 |    0.0002    0.4578 |
  712.000     1   713 |    0.0011    0.4589 |
  713.000     1   714 |    0.0002    0.4591 |
  714.000     1   715 |    0.0012    0.4604 |
  715.000     1   716 |    0.0004    0.4607 |
  716.000     1   717 |    0.0002    0.4609 |
  717.000     1   718 |    0.0009    0.4619 |
  718.000     1   719 |    0.0002    0.4620 |
  719.000     1   720 |    0.0002    0.4622 |
  720.000     1   721 |    0.0009    0.4631 |
  721.000     1   722 |    0.0011    0.4642 |
  722.000     1   723 |    0.0010    0.4652 |
  723.000     1   724 |    0.0010    0.4662 |
  724.000     1   725 |    0.0009    0.4671 |
  725.000     1   726 |    0.0004    0.4675 |
  726.000     1   727 |    0.0010    0.4685 |
  727.000     1   728 |    0.0011    0.4696 |
  728.000     1   729 |    0.0012    0.4708 |
  729.000     1   730 |    0.0009    0.4717 |
  730.000     1   731 |    0.0013    0.4731 |
  731.000     1   732 |    0.0006    0.4737 |
  732.000     1   733 |    0.0010    0.4746 |
  733.000     1   734 |    0.0012    0.4758 |
  734.000     1   735 |    0.0013    0.4771 |
  735.000     1   736 |    0.0012    0.4783 |
  736.000     1   737 |    0.0009    0.4792 |
  737.000     1   738 |    0.0012    0.4804 |
  738.000     1   739 |    0.0002    0.4806 |
  739.000     1   740 |    0.0009    0.4815 |
  740.000     1   741 |    0.0012    0.4827 |
  741.000     1   742 |    0.0009    0.4836 |
  742.000     1   743 |    0.0010    0.4845 |
  743.000     1   744 |    0.0011    0.4857 |
  744.000     1   745 |    0.0002    0.4858 |
  745.000     1   746 |    0.0010    0.4868 |
  746.000     1   747 |    0.0002    0.4870 |
  747.000     1   748 |    0.0002    0.4872 |
  748.000     1   749 |    0.0002    0.4873 |
  749.000     1   750 |    0.0002    0.4875 |
  750.000     1   751 |    0.0012    0.4887 |
