          ----- ----- | --------- --------- |
            cls ttcls |      time  tot time |
  578.000   100 57801 |    0.0039    2.2222 |
  579.000   100 57901 |    0.0039    2.2260 |
  580.000   100 58001 |    0.0039    2.2299 |
  581.000   100 58101 |    0.0039    2.2338 |
  582.000   100 58201 |    0.0038    2.2376 |
  583.000   100 58301 |    0.0039    2.2415 |
  584.000   100 58401 |    0.0039    2.2454 |
  585.000   100 58501 |    0.0039    2.2492 |
  586.000   100 58601 |    0.0039    2.2531 |
  587.000   100 58701 |    0.0038    2.2569 |
  588.000   100 58801 |    0.0039    2.2608 |
  589.000   100 58901 |    0.0039    2.2647 |
  590.000   100 59001 |    0.0039    2.2686 |
  591.000   100 59101 |    0.0039    2.2725 |
  592.000   100 59201 |    0.0039    2.2764 |
  593.000   100 59301 |    0.0039    2.2802 |
  594.000   100 59401 |    0.0039    2.2841 |
  595.000   100 59501 |    0.0039    2.2880 |
  596.000   100 59601 |    0.0039    2.2918 |
  597.000   100 59701 |    0.0039    2.2957 |
  598.000   100 59801 |    0.0041    2.2998 |
  599.000   100 59901 |    0.0039    2.3037 |
  600.000   100 60001 |    0.0039    2.3075 |
  601.000   100 60101 |    0.0039    2.3114 |
  602.000   100 60201 |    0.0039    2.3152 |
  603.000   100 60301 |    0.0039    2.3191 |
  604.000   100 60401 |    0.0039    2.3229 |
  605.000   100 60501 |    0.0039    2.3268 |
  606.000   100 60601 |    0.0039    2.3307 |
  607.000   100 60701 |    0.0039    2.3346 |
  608.000   100 60801 |    0.0038    2.3384 |
  609.000   100 60901 |    0.0039    2.3423 |
  610.000   100 61001 |    0.0039    2.3462 |
  611.000   100 61101 |    0.0039    2.3501 |
  612.000   100 61201 |    0.0039    2.3540 |
  613.000   100 61301 |    0.0039    2.3579 |
  614.000   100 61401 |    0.0039    2.3617 |
  615.000   100 61501 |    0.0039    2.3656 |
  616.000   100 61601 |    0.0039    2.3695 |
  617.000   100 61701 |    0.0038    2.3733 |
  618.000   100 61801 |    0.0039    2.3772 |
  619.000   100 61901 |    0.0039    2.3811 |
  620.000   100 62001 |    0.0039    2.3849 |
  621.000   100 62101 |    0.0039    2.3889 |
  622.000   100 62201 |    0.0039    2.3928 |
  623.000   100 62301 |    0.0039    2.3966 |
  624.000   100 62401 |    0.0039    2.4005 |
  625.000   100 62501 |    0.0038    2.4043 |
  626.000   100 62601 |    0.0039    2.4082 |
  627.000   100 62701 |    0.0039    2.4121 |
  628.000   100 62801 |    0.0039    2.4160 |
  629.000   100 62901 |    0.0039    2.4199 |
  630.000   100 63001 |    0.0038    2.4237 |
  631.000   100 63101 |    0.0039    2.4276 |
  632.000   100 63201 |    0.0039    2.4315 |
  633.000   100 63301 |    0.0039    2.4354 |
  634.000   100 63401 |    0.0039    2.4392 |
  635.000   100 63501 |    0.0039    2.4432 |
  636.000   100 63601 |    0.0039    2.4471 |
  637.000   100 63701 |    0.0039    2.4510 |
  638.000   100 63801 |    0.0039    2.4549 |
  639.000   100 63901 |    0.0039    2.4588 |
  640.000   100 64001 |    0.0039    2.4627 |
  641.000   100 64101 |    0.0039    2.4666 |
  642.000   100 64201 |    0.0039    2.4705 |
  643.000   100 64301 |    0.0039    2.4743 |
  644.000   100 64401 |    0.0039    2.4782 |
  645.000   100 64501 |    0.0039    2.4822 |
  646.000   100 64601 |    0.0039    2.4860 |
  647.000   100 64701 |    0.0039    2.4899 |
  648.000   100 64801 |    0.0039    2.4938 |
  649.000   100 64901 |    0.0039    2.4977 |
  650.000   100 65001 |    0.0039    2.5016 |
  651.000   100 65101 |    0.0039    2.5054 |
  652.000   100 65201 |    0.0040    2.5094 |
  653.000   100 65301 |    0.0039    2.5133 |
  654.000   100 65401 |    0.0039    2.5172 |
  655.000   100 65501 |    0.0039    2.5211 |
  656.000   100 65601 |    0.0039    2.5250 |
  657.000   100 65701 |    0.0039    2.5289 |
  658.000   100 65801 |    0.0039    2.5327 |
  659.000   100 65901 |    0.0039    2.5366 |
  660.000   100 66001 |    0.0039    2.5405 |
  661.000   100 66101 |    0.0039    2.5444 |
  662.000   100 66201 |    0.0039    2.5482 |
  663.000   100 66301 |    0.0039    2.5521 |
  664.000   100 66401 |    0.0039    2.5560 |
  665.000   100 66501 |    0.0039    2.5599 |
  666.000   100 66601 |    0.0039    2.5637 |
  667.000   100 66701 |    0.0039    2.5676 |
  668.000   100 66801 |    0.0039    2.5715 |
  669.000   100 66901 |    0.0039    2.5754 |
  670.000   100 67001 |    0.0039    2.5792 |
  671.000   100 67101 |    0.0039    2.5831 |
  672.000   100 67201 |    0.0040    2.5871 |
  673.000   100 67301 |    0.0039    2.5909 |
  674.000   100 67401 |    0.0038    2.5948 |
  675.000   100 67501 |    0.0039    2.5986 |
  676.000   100 67601 |    0.0038    2.6025 |
  677.000   100 67701 |    0.0038    2.6063 |
  678.000   100 67801 |    0.0038    2.6101 |
  679.000   100 67901 |    0.0038    2.6140 |
  680.000   100 68001 |    0.0038    2.6178 |
  681.000   100 68101 |    0.0038    2.6216 |
  682.000   100 68201 |    0.0038    2.6254 |
  683.000   100 68301 |    0.0038    2.6292 |
  684.000   100 68401 |    0.0038    2.6330 |
  685.000   100 68501 |    0.0038    2.6367 |
  686.000   100 68601 |    0.0038    2.6405 |
  687.000   100 68701 |    0.0038    2.6442 |
  688.000   100 68801 |    0.0038    2.6480 |
  689.000   100 68901 |    0.0038    2.6518 |
  690.000   100 69001 |    0.0037    2.6555 |
  691.000   100 69101 |    0.0038    2.6593 |
  692.000   100 69201 |    0.0037    2.6630 |
  693.000   100 69301 |    0.0037    2.6667 |
  694.000   100 69401 |    0.0037    2.6704 |
  695.000   100 69501 |    0.0037    2.6742 |
  696.000   100 69601 |    0.0038    2.6780 |
  697.000   100 69701 |    0.0038    2.6818 |
  698.000   100 69801 |    0.0037    2.6855 |
  699.000   100 69901 |    0.0037    2.6892 |
  700.000   100 70001 |    0.0037    2.6929 |
  701.000   100 70101 |    0.0037    2.6966 |
  702.000   100 70201 |    0.0037    2.7003 |
  703.000   100 70301 |    0.0037    2.7040 |
  704.000   100 70401 |    0.0037    2.7077 |
  705.000   100 70501 |    0.0037    2.7114 |
  706.000   100 70601 |    0.0037    2.7151 |
  707.000   100 70701 |    0.0037    2.7188 |
  708.000   100 70801 |    0.0037    2.7224 |
  709.000   100 70901 |    0.0037    2.7261 |
  710.000   100 71001 |    0.0037    2.7298 |
  711.000   100 71101 |    0.0037    2.7335 |
  712.000   100 71201 |    0.0037    2.7371 |
  713.000   100 71301 |    0.0037    2.7408 |
  714.000   100 71401 |    0.0037    2.7445 |
  715.000   100 71501 |    0.0036    2.7481 |
  716.000   100 71601 |    0.0036    2.7518 |
  717.000   100 71701 |    0.0036    2.7554 |
  718.000   100 71801 |    0.0037    2.7591 |
  719.000   100 71901 |    0.0036    2.7627 |
  720.000   100 72001 |    0.0036    2.7664 |
  721.000   100 72101 |    0.0036    2.7700 |
  722.000   100 72201 |    0.0036    2.7736 |
  723.000   100 72301 |    0.0036    2.7772 |
  724.000   100 72401 |    0.0036    2.7809 |
  725.000   100 72501 |    0.0036    2.7845 |
  726.000   100 72601 |    0.0036    2.7881 |
  727.000   100 72701 |    0.0036    2.7917 |
  728.000   100 72801 |    0.0036    2.7953 |
  729.000   100 72901 |    0.0036    2.7989 |
  730.000   100 73001 |    0.0036    2.8025 |
  731.000   100 73101 |    0.0036    2.8061 |
  732.000   100 73201 |    0.0036    2.8097 |
  733.000   100 73301 |    0.0036    2.8133 |
  734.000   100 73401 |    0.0036    2.8170 |
  735.000   100 73501 |    0.0036    2.8206 |
  736.000   100 73601 |    0.0036    2.8242 |
  737.000   100 73701 |    0.0036    2.8278 |
  738.000   100 73801 |    0.0036    2.8314 |
  739.000   100 73901 |    0.0036    2.8350 |
  740.000   100 74001 |    0.0036    2.8386 |
  741.000   100 74101 |    0.0036    2.8422 |
  742.000   100 74201 |    0.0036    2.8458 |
  743.000   100 74301 |    0.0036    2.8494 |
  744.000   100 74401 |    0.0036    2.8530 |
  745.000   100 74501 |    0.0036    2.8566 |
  746.000   100 74601 |    0.0036    2.8602 |
  747.000   100 74701 |    0.0036    2.8638 |
  748.000   100 74801 |    0.0036    2.8674 |
  749.000   100 74901 |    0.0036    2.8710 |
  750.000   100 75001 |    0.0036    2.8746 |
